"3217";"Estudiante 03217";"7.000000"
"14549";"Estudiante 14549";"7.000000"
"3301";"Estudiante 03301";"7.000000"
"4609";"Estudiante 04609";"7.000000"
"13372";"Estudiante 13372";"7.000000"
"9319";"Estudiante 09319";"7.000000"
"1057";"Estudiante 01057";"6.950000"
"4814";"Estudiante 04814";"6.950000"
"2469";"Estudiante 02469";"6.950000"
"1998";"Estudiante 01998";"6.950000"
"4020";"Estudiante 04020";"6.950000"
"13870";"Estudiante 13870";"6.950000"
"6634";"Estudiante 06634";"6.950000"
"14255";"Estudiante 14255";"6.950000"
"4012";"Estudiante 04012";"6.950000"
"12715";"Estudiante 12715";"6.950000"
"4463";"Estudiante 04463";"6.950000"
"5992";"Estudiante 05992";"6.950000"
"13169";"Estudiante 13169";"6.950000"
"6429";"Estudiante 06429";"6.900000"
"2251";"Estudiante 02251";"6.900000"
"917";"Estudiante 00917";"6.900000"
"9950";"Estudiante 09950";"6.900000"
"6640";"Estudiante 06640";"6.900000"
"13413";"Estudiante 13413";"6.900000"
"7442";"Estudiante 07442";"6.900000"
"14374";"Estudiante 14374";"6.900000"
"4681";"Estudiante 04681";"6.900000"
"9269";"Estudiante 09269";"6.900000"
"12780";"Estudiante 12780";"6.900000"
"14932";"Estudiante 14932";"6.900000"
"6346";"Estudiante 06346";"6.900000"
"1384";"Estudiante 01384";"6.900000"
"9243";"Estudiante 09243";"6.900000"
"2772";"Estudiante 02772";"6.900000"
"13827";"Estudiante 13827";"6.900000"
"4593";"Estudiante 04593";"6.900000"
"5917";"Estudiante 05917";"6.900000"
"4599";"Estudiante 04599";"6.900000"
"5215";"Estudiante 05215";"6.900000"
"12772";"Estudiante 12772";"6.900000"
"13756";"Estudiante 13756";"6.900000"
"12491";"Estudiante 12491";"6.900000"
"9921";"Estudiante 09921";"6.900000"
"3285";"Estudiante 03285";"6.900000"
"4786";"Estudiante 04786";"6.900000"
"10369";"Estudiante 10369";"6.850000"
"12075";"Estudiante 12075";"6.850000"
"58";"Estudiante 00058";"6.850000"
"13419";"Estudiante 13419";"6.850000"
"5690";"Estudiante 05690";"6.850000"
"1396";"Estudiante 01396";"6.850000"
"14589";"Estudiante 14589";"6.850000"
"3520";"Estudiante 03520";"6.850000"
"6679";"Estudiante 06679";"6.850000"
"11390";"Estudiante 11390";"6.850000"
"3997";"Estudiante 03997";"6.850000"
"4066";"Estudiante 04066";"6.850000"
"8557";"Estudiante 08557";"6.850000"
"9328";"Estudiante 09328";"6.850000"
"8789";"Estudiante 08789";"6.850000"
"1939";"Estudiante 01939";"6.850000"
"9880";"Estudiante 09880";"6.850000"
"3377";"Estudiante 03377";"6.850000"
"7736";"Estudiante 07736";"6.850000"
"8121";"Estudiante 08121";"6.850000"
"347";"Estudiante 00347";"6.850000"
"12152";"Estudiante 12152";"6.850000"
"7695";"Estudiante 07695";"6.850000"
"8459";"Estudiante 08459";"6.850000"
"1552";"Estudiante 01552";"6.850000"
"12589";"Estudiante 12589";"6.850000"
"6881";"Estudiante 06881";"6.850000"
"7510";"Estudiante 07510";"6.850000"
"7593";"Estudiante 07593";"6.850000"
"3708";"Estudiante 03708";"6.850000"
"13810";"Estudiante 13810";"6.850000"
"10560";"Estudiante 10560";"6.850000"
"2233";"Estudiante 02233";"6.850000"
"8524";"Estudiante 08524";"6.850000"
"308";"Estudiante 00308";"6.850000"
"8518";"Estudiante 08518";"6.850000"
"6024";"Estudiante 06024";"6.850000"
"11050";"Estudiante 11050";"6.850000"
"7911";"Estudiante 07911";"6.850000"
"1975";"Estudiante 01975";"6.850000"
"4992";"Estudiante 04992";"6.850000"
"272";"Estudiante 00272";"6.850000"
"1917";"Estudiante 01917";"6.850000"
"1738";"Estudiante 01738";"6.850000"
"9567";"Estudiante 09567";"6.850000"
"6003";"Estudiante 06003";"6.850000"
"5916";"Estudiante 05916";"6.850000"
"4894";"Estudiante 04894";"6.850000"
"8717";"Estudiante 08717";"6.850000"
"8201";"Estudiante 08201";"6.850000"
"7789";"Estudiante 07789";"6.800000"
"12874";"Estudiante 12874";"6.800000"
"7908";"Estudiante 07908";"6.800000"
"4324";"Estudiante 04324";"6.800000"
