"576";"Estudiante 00576";"6.825000"
"13082";"Estudiante 13082";"6.812500"
"7844";"Estudiante 07844";"6.812500"
"2002";"Estudiante 02002";"6.800001"
"13868";"Estudiante 13868";"6.800000"
"13463";"Estudiante 13463";"6.800000"
"4995";"Estudiante 04995";"6.800000"
"5827";"Estudiante 05827";"6.800000"
"9758";"Estudiante 09758";"6.800000"
"12935";"Estudiante 12935";"6.800000"
"871";"Estudiante 00871";"6.787500"
"8090";"Estudiante 08090";"6.787500"
"1234";"Estudiante 01234";"6.787500"
"10447";"Estudiante 10447";"6.787500"
"2320";"Estudiante 02320";"6.775001"
"1704";"Estudiante 01704";"6.775001"
"8522";"Estudiante 08522";"6.775000"
"10485";"Estudiante 10485";"6.775000"
"2741";"Estudiante 02741";"6.775000"
"13661";"Estudiante 13661";"6.775000"
"14081";"Estudiante 14081";"6.762500"
"13937";"Estudiante 13937";"6.762500"
"8658";"Estudiante 08658";"6.762500"
"2392";"Estudiante 02392";"6.762500"
"2493";"Estudiante 02493";"6.762500"
"13718";"Estudiante 13718";"6.762500"
"3652";"Estudiante 03652";"6.750000"
"659";"Estudiante 00659";"6.750000"
"3869";"Estudiante 03869";"6.750000"
"13101";"Estudiante 13101";"6.750000"
"6443";"Estudiante 06443";"6.750000"
"10741";"Estudiante 10741";"6.750000"
"13715";"Estudiante 13715";"6.750000"
"4950";"Estudiante 04950";"6.750000"
"842";"Estudiante 00842";"6.750000"
"4678";"Estudiante 04678";"6.737501"
"14785";"Estudiante 14785";"6.737500"
"14466";"Estudiante 14466";"6.737500"
"13670";"Estudiante 13670";"6.737500"
"2343";"Estudiante 02343";"6.737500"
"6668";"Estudiante 06668";"6.737500"
"8662";"Estudiante 08662";"6.737500"
"2716";"Estudiante 02716";"6.737500"
"3267";"Estudiante 03267";"6.737500"
"10963";"Estudiante 10963";"6.737500"
"13652";"Estudiante 13652";"6.737500"
"4288";"Estudiante 04288";"6.725000"
"6468";"Estudiante 06468";"6.725000"
"3906";"Estudiante 03906";"6.725000"
"6864";"Estudiante 06864";"6.725000"
"9954";"Estudiante 09954";"6.725000"
"10432";"Estudiante 10432";"6.725000"
"7726";"Estudiante 07726";"6.725000"
"10771";"Estudiante 10771";"6.725000"
"10868";"Estudiante 10868";"6.725000"
"2377";"Estudiante 02377";"6.725000"
"11278";"Estudiante 11278";"6.725000"
"12305";"Estudiante 12305";"6.725000"
"3392";"Estudiante 03392";"6.725000"
"13119";"Estudiante 13119";"6.725000"
"13315";"Estudiante 13315";"6.725000"
"8515";"Estudiante 08515";"6.725000"
"1055";"Estudiante 01055";"6.725000"
"9559";"Estudiante 09559";"6.724999"
"10480";"Estudiante 10480";"6.724999"
"558";"Estudiante 00558";"6.712501"
"12949";"Estudiante 12949";"6.712501"
"3137";"Estudiante 03137";"6.712501"
"6045";"Estudiante 06045";"6.712501"
"1702";"Estudiante 01702";"6.712501"
"4903";"Estudiante 04903";"6.712500"
"9973";"Estudiante 09973";"6.712500"
"14468";"Estudiante 14468";"6.712500"
"1488";"Estudiante 01488";"6.712500"
"7392";"Estudiante 07392";"6.712500"
"10814";"Estudiante 10814";"6.712500"
"5557";"Estudiante 05557";"6.712500"
"11210";"Estudiante 11210";"6.712500"
"11800";"Estudiante 11800";"6.712500"
"11810";"Estudiante 11810";"6.712500"
"8196";"Estudiante 08196";"6.712500"
"4978";"Estudiante 04978";"6.712500"
"927";"Estudiante 00927";"6.712500"
"8642";"Estudiante 08642";"6.712500"
"13223";"Estudiante 13223";"6.712500"
"669";"Estudiante 00669";"6.712500"
"6451";"Estudiante 06451";"6.712500"
"13536";"Estudiante 13536";"6.712500"
"13777";"Estudiante 13777";"6.712500"
"306";"Estudiante 00306";"6.712500"
"8041";"Estudiante 08041";"6.700001"
"9979";"Estudiante 09979";"6.700000"
"11971";"Estudiante 11971";"6.700000"
"2370";"Estudiante 02370";"6.700000"
"12603";"Estudiante 12603";"6.700000"
"10147";"Estudiante 10147";"6.700000"
"10464";"Estudiante 10464";"6.700000"
"3412";"Estudiante 03412";"6.700000"
"13089";"Estudiante 13089";"6.700000"
"1629";"Estudiante 01629";"6.700000"
